id_producto;nombre;tipo;precio;numero_cajas
1777;BUSUNGE;dormitorio;316000;1
2016;GÅRÖ;living;271200;1
2675;LJUV;living;196000;5
3392;BESTÅ;living;120000;1
1740;TROFAST;dormitorio;292000;1
945;LIXHULT;living;672800;2
3183;NORRÅKER / NORRARYD;living;732000;3
3316;BESTÅ;living;408000;5
3546;PLATSA;dormitorio;1110400;4
2616;NORSBORG;living;1072000;3
1829;PÅHL;dormitorio;336000;2
2649;KVISTBRO;living;156000;1
1203;MARTIN;living;79200;5
3340;BESTÅ;living;180000;3
571;JONAXEL;dormitorio;392000;2
3380;BAGGANÄS;living;17600;4
2117;HAVSTEN;living;180000;4
2370;SÖDERHAMN;living;300000;4
891;MARKERAD;living;477600;1
3334;UPPLEVA;living;159200;5
1837;AGAM;dormitorio;156000;4
1931;TROFAST;dormitorio;192000;4
1530;YPPERLIG;living;156000;4
1383;EKEDALEN;living;316000;5
1776;FLISAT;dormitorio;71200;2
2015;ÄPPLARÖ;living;596000;2
2237;SÖDERHAMN;living;1316000;5
2512;POÄNG;living;300000;4
3050;MÖRBYLÅNGA;living;1836000;5
2116;HAVSTEN;living;2496000;4
2414;VALLENTUNA;living;6390400;2
2185;MALSJÖ;living;1680000;5
2007;ASKHOLMEN;living;373600;5
2901;SKÖTSAM;living;20000;2
2681;LINNMON / ALEX;living;440000;5
3201;NORDVIKEN / NORDVIKEN;living;1916000;3
3151;EKEDALEN;living;796000;2
697;KALLRÖR;dormitorio;20000;5
2325;VALLENTUNA;living;3116800;4
2872;BEKANT;living;724000;4
3487;PLATSA;dormitorio;606400;1
3590;PAX;dormitorio;2368000;2
272;VITTSJÖ;dormitorio;196000;5
3617;PAX;dormitorio;2800000;5
1629;JONAXEL;dormitorio;144000;1
2651;LINNMON / ADILS;living;95200;1
1479;DELAKTIG;living;2160000;5
2828;LINNMON;living;180000;3
76;SLÄKT;dormitorio;796000;4
1444;RÅSKOG;living;140000;1
1892;BUSUNGE;dormitorio;516000;1
3508;PLATSA;dormitorio;1418000;3
3287;STOCKHOLM;living;1356000;5
2033;FALHOLMEN;living;332000;5
296;IVAR;dormitorio;456000;2
1725;NORDLI;dormitorio;864000;3
3485;PAX;dormitorio;1340000;1
2794;ÖNSKLIG;living;47200;1
1697;JONAXEL;dormitorio;112000;1
1920;TROFAST;dormitorio;328000;3
2903;KLIMPEN;living;1232000;4
3497;PAX;dormitorio;1496000;3
2297;KUNGSHAMN;living;48000;2
2556;GRÖNLID;living;476000;5
2918;EKEDALEN;living;636000;5
1994;TÄRNÖ;living;44000;2
3527;PLATSA;dormitorio;1212800;2
2412;NOCKEBY;living;516000;5
2642;VITTSJÖ;living;143200;1
1321;BÖRJE;living;140000;5
1879;STUVA / FRITIDS;dormitorio;1236000;1
2014;BUSSAN;living;420000;4
3075;LINNMON / OLOV;living;300000;1
2371;VIMLE;living;2132000;4
392;JONAXEL;dormitorio;128000;4
2715;TÄRENDÖ / ADDE;living;228000;4
3506;PAX;dormitorio;1712000;1
2563;LIDHULT;living;3872800;4
3559;PAX;dormitorio;2728000;1
1673;BUSUNGE;dormitorio;316000;5
1811;TROFAST;dormitorio;44000;5
3217;MÖRBYLÅNGA / VOLFGANG;living;3036000;5
3721;Tira LED 15 metros RGB;iluminacion;59990;1
3723;Foco LED para exteriores 30W;iluminacion;8990;8
2697;LÖVBACKEN;living;239200;1
3630;PAX;dormitorio;1928000;1
2072;SJÄLLAND;living;508800;1
3109;MÖRBYLÅNGA / BERNHARD;living;5572000;4
3295;LIATORP;living;912000;3
1833;INGOLF;dormitorio;220000;5
1025;BESTÅ;living;2672000;3
2305;VALLENTUNA;living;1558400;4
1712;NORDLI;dormitorio;320000;4
2791;SUNDSTA;living;276000;5
2548;GRÖNLID;living;912000;2
3720;Downlight LED 18W;iluminacion;3990;15
936;BESTÅ;living;1456000;3
3457;BESTÅ;living;180000;1
430;BESTÅ;dormitorio;408000;3
1704;NORDLI;dormitorio;464000;5
3646;PAX;dormitorio;2152000;3
3090;LINNMON / ALEX;living;368000;1
828;BRIMNES;living;316000;5
1552;MÖRBYLÅNGA / VOLFGANG;living;3796000;4
71;HEMNES;dormitorio;1196000;3
509;KALLAX;dormitorio;604000;4
1751;TROFAST;dormitorio;124000;3
1942;STUVA / FÖLJA;dormitorio;788000;5
1260;BOLMEN;living;17600;5
1813;STUVA / FRITIDS;dormitorio;332000;5
2272;EKTORP;living;316000;2
1762;STUVA / FRITIDS;dormitorio;316000;5
2302;DELAKTIG;living;160000;5
3453;TIMMERVIKEN;living;48000;3
3664;PAX;dormitorio;2492000;3
635;EKET;dormitorio;331200;4
979;SINDVIK;living;100000;5
2531;KIVIK;living;2120000;4
3726;Panel LED 30x30 de superficie;iluminacion;4490;10
3719;Tubo LED T5 90cm;iluminacion;6990;10
1896;STUVA / FRITIDS;dormitorio;796000;5
2751;KORNSJÖ;living;596000;3
2137;HÅLLÖ;living;60000;4
953;HAVSTA;living;1560000;5
2844;OLOV;living;40000;3
1301;DELAKTIG;living;1200000;3
331;BOTTNA;dormitorio;12000;2
3560;PAX;dormitorio;2956000;2
3348;FIXA;living;4480;4
3452;BJÄRRED;living;39200;4
2413;DELAKTIG;living;220000;2
3490;NORDKISA;dormitorio;796000;3
2107;FRÖSÖN/DUVHOLMEN;living;70400;4
1173;IKEA PS LÖMSK;living;276000;1
3569;PAX;dormitorio;4192000;3
2521;DELAKTIG;living;220000;5
2472;LIDHULT;living;160000;2
1456;NORRÅKER;living;116000;5
2873;BEKANT;living;2360000;3
3540;SYVDE;dormitorio;356000;1
1959;FREDÖN;living;180000;5
1291;ANTILOP;living;20000;1
3121;BEKANT;living;1467200;3
114;DELAKTIG;dormitorio;1756000;2
3605;PAX / AULI;dormitorio;1804000;1
2961;IDÅSEN;living;2276000;5
1369;IKEA PS 2012 / TEODORES;living;868000;5
3593;PAX / TYSSEDAL;dormitorio;2552000;2
1329;LANDSKRONA;living;2000000;5
2510;STOCKSUND;living;80000;5
1742;FÖRSIKTIG;dormitorio;12000;3
749;HANVIKEN;dormitorio;80000;3
3572;ELVARLI;dormitorio;352000;4
2343;LANDSKRONA;living;80000;5
2861;ALEX;living;220000;2
409;VITTSJÖ;dormitorio;487200;1
3443;KALLRÖR;living;28000;3
3031;EKEDALEN / EKEDALEN;living;1356000;4
3502;HEMNES;dormitorio;238000;4
2064;FRÖSÖN/DUVHOLMEN;living;120000;2
3160;EKEDALEN / HENRIKSDAL;living;2212000;5
3377;GLASSVIK;living;156000;3
3133;INGATORP;living;756000;1
2289;KIVIK;living;6636000;5
3447;VASSVIKEN;living;80000;5
230;GRÖNLID;dormitorio;3512000;3
2822;KLIMPEN / LALLE;living;620000;2
3046;TORSBY;living;716000;1
831;HEMNES;living;1116000;4
2311;SÖDERHAMN;living;1896000;2
1916;STUVA / FRITIDS;dormitorio;796000;5
2417;LIDHULT;living;196000;4
2915;STUVA / FRITIDS;living;648000;2
59;NEIDEN;dormitorio;159200;2
3521;BUSUNGE;dormitorio;516000;1
2640;LINNMON / ADILS;living;88800;4
2501;RÖDEBY;living;55200;3
3250;FÖRHÖJA;living;516000;2
3322;BESTÅ;living;1316000;1
2734;REGISSÖR;living;596000;4
2299;KUNGSHAMN;living;72000;5
3423;BESTÅ;living;24000;4
2591;STOCKSUND;living;80000;5
2772;HAVSTA;living;396000;2
3063;GAMLEBY;living;1036000;1
3592;PLATSA;dormitorio;582400;3
2858;LINNMON / KRILLE;living;324000;4
2518;LIDHULT;living;280000;4
1902;TROFAST;dormitorio;280000;3
820;HEMNES;living;1276000;1
2833;BEKANT;living;88000;2
1910;TROFAST;dormitorio;100000;2
965;BESTÅ;living;20000;5
260;IVAR;dormitorio;1108000;4
12;NORRARYD;living;316000;5
1922;TROFAST;dormitorio;316000;5
1330;NORDVIKEN;living;180000;3
1887;TROFAST;dormitorio;156000;4
2103;FRÖSÖN;living;11520;1
3149;NORRÅKER / NORRARYD;living;1308800;4
2868;LALLE;living;60000;3
1216;KOARP;living;660000;1
2951;PÅHL;living;260000;4
116;LAUVIK;dormitorio;1940000;2
2164;RÅSKOG;dormitorio;151200;3
3096;LINNMON / KRILLE;living;380000;2
1849;TROFAST;dormitorio;12000;3
3421;BILLSBRO;living;15200;2
990;HÄLLAN;living;1120000;3
2401;DELAKTIG;living;180000;3
3522;PAX;dormitorio;6704000;2
2840;LISABO;living;436000;5
741;IVAR;dormitorio;292000;3
3073;LISABO;living;556000;1
3676;ELVARLI;dormitorio;1917600;1
3467;PLATSA;dormitorio;2192000;5
1737;UTTER;dormitorio;36000;5
1505;JANINGE;living;180000;4
2416;KIVIK;living;316000;5
3475;PAX;dormitorio;1272000;1
2804;NORDEN;living;719200;3
1770;STUVA / FRITIDS;dormitorio;1236000;5
1860;SUNDVIK;dormitorio;556000;3
437;ÖSTERNÄS;dormitorio;39200;5
2389;VALLENTUNA;living;92800;5
523;SVALNÄS;dormitorio;80000;4
2666;HOL;living;316000;2
3366;LAPPVIKEN;living;36000;4
451;JONAXEL;dormitorio;156000;2
1370;RÅSKOG;living;67200;4
2784;BESTÅ BURS;living;716000;4
2668;BERGENES;living;7200;1
1757;SUNDVIK;dormitorio;140000;1
1810;SUNDVIK;dormitorio;876000;3
2896;TYSSEDAL;living;316000;1
2601;GRÖNLID;living;4560000;1
3039;EKEDALEN;living;636000;1
3164;NORRÅKER / NORRÅKER;living;1108000;3
1828;POÄNG;dormitorio;107200;3
2958;EKEDALEN;living;636800;4
3034;EKEDALEN / EKEDALEN;living;1876000;1
2749;LINNMON;living;47200;3
997;HÄLLAN;living;2220000;3
1381;EKEDALEN / BERNHARD;living;4372000;4
2423;POÄNG;living;628000;1
3516;PAX;dormitorio;2768000;2
3363;BESTÅ;living;156000;1
2572;GRÖNLID;living;820000;5
1992;MASTHOLMEN;living;204000;1
1745;MICKE;dormitorio;140000;1
3309;BESTÅ / EKET;living;1375200;3
3098;BEKANT;living;560000;5
2196;HAVSTA;living;1560000;4
131;DELAKTIG;dormitorio;476000;5
2351;EMTEN;living;31200;2
2347;KIVIK;living;636000;3
2144;FRÖSÖN/DUVHOLMEN;living;47200;3
1273;HEMNES;living;236000;2
309;EKET;dormitorio;320000;2
1605;PLATSA;dormitorio;354400;2
1665;JONAXEL;dormitorio;120000;4
348;JONAXEL;dormitorio;144000;3
2437;VALLENTUNA;living;4240000;4
1311;NORDKISA;living;276000;5
801;JONAXEL;dormitorio;584000;2
3186;EKEDALEN / EKEDALEN;living;996000;1
1736;CIRKUSTÄLT;dormitorio;63200;1
1182;SÖDERHAMN;living;880000;3
2349;VIMLE;living;3716000;5
777;SVALNÄS;dormitorio;996000;1
3091;EKEDALEN;living;636000;2
1688;NORDLI;dormitorio;1232000;5
3095;MÖRBYLÅNGA / ODGER;living;3412000;5
7;DALFRED;living;156000;4
3289;BRIMNES;living;792000;2
1953;MASTHOLMEN;living;787200;4
1158;SAKARIAS;living;40000;4
3623;PLATSA;dormitorio;1059200;4
346;EDVALLA;dormitorio;20000;1
3662;PAX / FÄRVIK/AULI;dormitorio;2524000;5
1957;BROMMÖ;living;164000;5
2857;EKET;living;64000;1
2890;FREDDE;living;876000;1
959;SELSVIKEN;living;120000;5
249;LYCKSELE HÅVET;dormitorio;1316000;1
724;BESTÅ;dormitorio;156000;5
1463;EKEDALEN;living;276000;1
1787;SUNDVIK;dormitorio;876000;2
3574;PAX;dormitorio;1199200;3
3065;GERTON;living;620000;3
1692;GALANT;dormitorio;660000;1
3195;VEDBO / VEDBO;living;4692000;5
2096;ÄPPLARÖ;living;1476000;3
3136;VANGSTA / TEODORES;living;740000;3
3061;INGATORP / INGOLF;living;2180000;5
2394;SÖDERHAMN;living;200000;3
3365;BESTÅ;living;476000;1
2392;VIMLE;living;3844000;2
2984;EKEDALEN / EKEDALEN;living;1900000;4
893;GALANT;living;5184000;3
222;BJORLI;dormitorio;32000;5
2696;PÅHL;living;100000;2
2395;GRÖNLID;living;116000;1
3148;STENSELE;living;440000;4
672;BJÄRRED;dormitorio;39200;2
2115;HAVSTEN;living;860000;1
1499;EKEDALEN / BERNHARD;living;4372000;3
2101;SOLLERÖN;living;1418400;4
1488;VANGSTA / TEODORES;living;676000;3
3410;BAGGANÄS;living;40000;4
3194;NORDVIKEN / HENRIKSDAL;living;2140000;2
1149;REMSTA;living;636000;2
2360;NORSBORG;living;112000;2
2976;LEN;living;71200;5
3576;PLATSA;dormitorio;360000;4
1915;LANGUR;dormitorio;88000;2
2439;VIMLE;living;1032000;1
2341;VALLENTUNA;living;2345600;5
3102;BEKANT;living;1984000;3
2897;STOCKHOLM 2017;living;412800;1
2559;GRÖNLID;living;7120000;4
1683;PLATSA;dormitorio;318400;2
2720;LINNMON / ALEX;living;636000;4
374;ALGOT;dormitorio;4800;2
2048;FRÖSÖN;living;13919;1
455;BESTÅ;dormitorio;24000;5
654;KLACKBERG;dormitorio;28000;4
3697;Foco LED MR16;iluminacion;8990;12
3448;HANVIKEN;living;60000;4
753;BROR;dormitorio;1072000;3
1340;MELLTORP / NISSE;living;157600;3
1580;EKEDALEN / HENRIKSDAL;living;3652000;4
1310;HATTEFJÄLL;living;1156000;3
2355;VIMLE;living;164000;2
1363;LERHAMN;living;116000;1
3708;Panel LED 30x30;iluminacion;2990;20
3369;HACKÅS;living;25600;1
3611;ELVARLI;dormitorio;1214400;3
3067;IDÅSEN;living;480000;2
1588;EKEDALEN / ODGER;living;2212000;4
3547;SUNDVIK;dormitorio;876000;3
2447;STOCKHOLM 2017;living;412800;1
3003;INGATORP / INGOLF;living;2412000;2
1766;RESÖ;dormitorio;164000;3
2516;VALLENTUNA;living;3558400;2
139;BUSUNGE;dormitorio;636000;3
3081;LISABO / ODGER;living;1500000;2
2625;GRÖNLID;living;4640000;3
507;SELSVIKEN;dormitorio;48000;2
2839;HEMNES;living;956800;1
2946;GAMLARED / STEFAN;living;452000;1
2638;LACK;living;24000;3
872;GALANT;living;756000;4
1817;TROFAST;dormitorio;308000;4
1167;TOBIAS;living;276000;2
2708;LACK;living;31200;1
2787;LINNMON / GODVIN;living;220000;2
2366;VALLENTUNA;living;512000;1
1855;SMÅGÖRA;dormitorio;372000;3
912;BESTÅ;living;772000;2
2653;LUBBAN;living;220000;1
1187;LEIFARNE;living;156000;5
1586;NORDVIKEN / NORRARYD;living;2028000;2
3361;LAPPVIKEN;living;25200;1
3032;NORBERG / NISSE;living;259200;3
1946;TROFAST;dormitorio;8000;3
1066;HAVSTA;living;80000;3
2560;LYCKSELE LÖVÅS;living;396000;3
3282;BESTÅ;living;136000;5
3661;PAX;dormitorio;2940000;1
2041;SJÄLLAND;living;252800;3
1874;GONATT;dormitorio;876000;3
2138;FRÖSÖN;living;60000;1
3299;MOSTORP;living;1116000;3
2450;KIVIK;living;556000;4
786;JONAXEL;dormitorio;760000;3
993;HAVSTA;living;1232000;3
1853;SMÅGÖRA;dormitorio;296000;4
2959;GERTON;living;572000;1
90;FYRESDAL;dormitorio;439200;1
2756;BEKANT;living;1096000;5
2212;SANDBACKEN;living;1061600;2
701;BROR;dormitorio;1068000;4
3225;MÖRBYLÅNGA / BALTSAR;living;3740000;3
2483;NYHAMN;living;1216000;5
1955;TOSTERÖ;living;140000;2
3054;IDÅSEN;living;676000;4
3473;STUVA / FRITIDS;dormitorio;340000;5
1734;MAMMUT;dormitorio;47200;2
680;BROR;dormitorio;1720000;2
1685;JONAXEL;dormitorio;156000;5
2387;VIMLE;living;6716000;4
1801;UTTER;dormitorio;20000;4
2678;FREKVENS;living;81200;4
216;STUVA / FRITIDS;dormitorio;1620000;1
2280;DELAKTIG;living;2620000;4
3427;BILLSBRO;living;36000;5
2972;RYDEBÄCK;living;240000;2
3312;IKEA PS;living;340000;1
3181;MÖCKELBY / FANBYN;living;3316000;5
2172;ELVARLI;dormitorio;1917600;5
3227;LINNMON / ALEX;living;440000;1
3185;MÖRBYLÅNGA / VOLFGANG;living;3796000;2
2703;LUNNARP;living;207200;4
3671;ELVARLI;dormitorio;3130400;3
6;FRANKLIN;living;103200;2
2788;SVALSTA;living;319200;5
1701;NORDLI;dormitorio;256000;5
3155;ÖVRARYD;living;352000;2
1754;IKEA PS LÖMSK;dormitorio;276000;5
686;ALGOT;dormitorio;379360;5
3269;TIMMERVIKEN;living;92000;2
2578;VIMLE;living;768000;5
1094;GALANT;living;2592000;3
1732;MAMMUT;dormitorio;103200;5
2622;LYCKSELE HÅVET;living;636000;3
356;OLAUS;dormitorio;617600;2
2275;SÖDERHAMN;living;596000;5
3229;NORRÅKER / NORRARYD;living;1108000;4
2502;HEMNES;living;1668000;4
882;BESTÅ;living;380000;1
800;SVALNÄS;dormitorio;1656000;4
1379;LANGUR;living;88000;1
2403;KUNGSHAMN;living;240000;1
1650;HEMNES;dormitorio;56000;4
1976;MASTHOLMEN;living;372000;1
642;ALGOT;dormitorio;331200;1
2433;VALLENTUNA;living;3292800;1
3173;ÅMLIDEN / TORSKLINT;living;556000;3
3675;PAX;dormitorio;3008000;5
1183;MACKAPÄR;living;236000;5
1778;PÅHL;dormitorio;80000;5
3548;BRYGGJA;dormitorio;477600;5
3511;HEMNES;dormitorio;1236000;1
605;SVALNÄS;dormitorio;2084000;5
2425;LIDHULT;living;5152000;2
1256;EKENÄS;living;796000;5
926;BESTÅ;living;24000;1
3674;ELVARLI;dormitorio;1230400;3
2162;DUVHOLMEN;living;28000;2
177;GRÖNLID;dormitorio;2876000;4
2975;INGATORP / INGOLF;living;1380000;4
2676;SNIGLAR;living;116000;1
923;HACKÅS;living;25600;4
2514;FÄRLÖV;living;156000;2
2490;VALLENTUNA;living;2156800;5
921;HAVSTA;living;676000;1
636;BESTÅ;dormitorio;2168000;4
524;ALGOT;dormitorio;16000;2
3018;LINNMON / ALVARET;living;444000;3
2254;EKTORP;living;316000;5
2523;LIDHULT;living;1440000;2
2345;LIDHULT;living;2316000;2
1818;STUVA;dormitorio;140000;5
2607;FLEKKE;living;1196000;5
1504;NORDVIKEN / NORDVIKEN;living;2676000;5
2190;HAVSTA;living;556000;5
2786;GLASHOLM / ALEX;living;772000;3
807;GLASSVIK;living;140000;2
1764;FLISAT;dormitorio;111200;3
3680;ELVARLI;dormitorio;980800;2
3459;PAX;dormitorio;672000;3
1084;HAVSTA;living;1788000;3
2090;KUNGSHOLMEN;living;1728320;5
1433;TORSBY / VOLFGANG;living;1916000;4
1332;FANBYN;living;116000;5
2290;LANDSKRONA;living;3436000;2
1046;BAGGANÄS;living;17600;3
2333;LANDSKRONA;living;2396000;3
500;BROR;dormitorio;276000;2
2350;NORSBORG;living;4400000;4
3245;RÅSHULT;living;100000;4
3126;NORDVIKEN / RÖNNINGE;living;2300000;5
1746;SUNDVIK;dormitorio;196000;2
3072;SVALNÄS;living;1464000;4
2968;ALVARET;living;76000;2
982;HISHULT;living;13600;1
3683;PAX / FORSAND/VIKEDAL;dormitorio;1008000;4
1826;TROFAST;dormitorio;132000;5
2656;LINNMON / LERBERG;living;140000;1
1934;TROFAST;dormitorio;208000;2
578;BROR;dormitorio;396000;1
1053;HAVSTA;living;2020000;3
3112;BEKANT;living;2451200;3
2208;EKTORP;living;860000;1
1391;VEDBO;living;556000;1
2623;GRÖNLID;living;4480000;4
2209;EKTORP;living;1400000;1
3352;BESTÅ;living;80000;1
1274;BEKVÄM;living;79200;4
2906;KLIMPEN;living;160000;2
465;BILLY;dormitorio;244000;2
3281;VITTSJÖ;living;196000;4
1337;BEKVÄM;living;79200;4
2911;BEKANT;living;1415200;5
995;BAGGANÄS;living;21600;5
2806;PÅHL;living;236000;1
2971;SLÄHULT;living;492000;5
3472;PAX;dormitorio;2244000;4
3454;PLATSA;living;1749600;2
1495;MÖRBYLÅNGA / BERNHARD;living;4220000;5
565;BILLY / MORLIDEN;dormitorio;332000;3
402;BESTÅ;dormitorio;136000;4
1500;EKEDALEN / HENRIKSDAL;living;2212000;5
526;NOTVIKEN;dormitorio;80000;5
1906;STUVA;dormitorio;436000;4
306;KALLAX;dormitorio;580000;2
1561;NORDVIKEN / HENRIKSDAL;living;2140000;2
118;KONGSFJORD;dormitorio;6840800;1
2089;KUNGSHOLMEN;living;435520;5
2451;NORSBORG;living;224000;4
3478;PAX;dormitorio;1496000;2
881;IDÅSEN;living;796000;2
2069;YTTERÖN;living;79200;5
992;BESTÅ;living;380000;1
2725;STOCKHOLM;living;636000;1
2340;POÄNG;living;156000;2
2473;KIVIK;living;116000;2
2545;VIMLE;living;1528000;3
1217;MAMMUT;living;23200;5
2388;BRIMNES;living;876000;1
2176;KALLAX;dormitorio;556000;2
2273;VALLENTUNA;living;928000;2
2098;SOLLERÖN;living;368000;1
2599;GRÖNLID;living;1280000;4
3430;SKÄRHAMN;living;23200;1
1741;MAMMUT;dormitorio;47200;5
2283;GRÖNLID;living;5260000;4
3137;LERHAMN;living;471200;2
2404;VALLENTUNA;living;256000;4
363;KOLBJÖRN;dormitorio;180000;4
2758;ASKVOLL;living;140000;5
1237;SKOGSTORP;living;636000;3
2962;BEKANT;living;660000;4
2327;VATTVIKEN;living;796000;2
2935;LINNMON / KRILLE;living;308000;2
956;BESTÅ;living;1240000;5
3528;PAX;dormitorio;824000;2
1983;ÄPPLARÖ;living;1907200;2
2652;LILLÅSEN;living;500000;2
2579;POÄNG;living;200000;5
3132;MELLTORP / TEODORES;living;463200;1
916;BESTÅ;living;20000;1
2574;GRÖNLID;living;672000;4
2329;NYHAMN;living;276000;2
805;TIMMERVIKEN;living;80000;3
389;GUBBARP;dormitorio;2400;5
2600;NORSBORG;living;272000;2
2304;VIMLE;living;2708000;2
1823;TROFAST;dormitorio;120000;4
3273;LACK;living;40000;2
2505;FLOTTEBO;living;1724800;2
3461;PAX / FORSAND/VIKEDAL;dormitorio;956000;5
3060;EKEDALEN / EKEDALEN;living;1740800;3
2385;KIVIK;living;5516000;3
3189;MELLTORP / JANINGE;living;735200;2
2418;HAVSTEN;living;1736000;5
2713;FLOTTEBO;living;64000;1
2446;VIMLE;living;3792000;4
2227;GRYTTBY;living;165200;1
3635;PAX / MEHAMN;dormitorio;2380000;2
3396;MÖLLARP;living;13600;4
1832;SLÄKT;dormitorio;236000;1
3505;STUVA / FRITIDS;dormitorio;540000;2
2271;KLIPPAN;living;1036000;1
2694;LISTERBY;living;476000;3
2135;TOSTERÖ;living;82400;3
3601;ELVARLI;dormitorio;996000;4
3632;PAX / GRIMO;dormitorio;1412000;3
3470;BRIMNES;dormitorio;380000;2
3507;PAX;dormitorio;424000;2
1327;LANDSKRONA;living;1596000;5
51;VATTVIKEN;dormitorio;796000;2
3471;PAX;dormitorio;1024000;4
3174;MÖRBYLÅNGA / BERNHARD;living;4220000;1
25;EKEDALEN;living;276000;1
2985;KRILLE;living;60000;1
784;TIMMERVIKEN;dormitorio;92000;5
2529;LIDHULT;living;440000;2
3285;BRIMNES;living;340000;3
3634;ELVARLI;dormitorio;1040800;5
1689;NORDLI;dormitorio;768000;2
3226;NORDVIKEN / NORDVIKEN;living;2676000;5
1044;KALLRÖR;living;28000;3
1684;ERIK;dormitorio;316000;3
2767;LJUV;living;156000;2
2764;LISTERBY;living;316000;5
934;BESTÅ;living;1256000;5
3385;ÖSTERNÄS;living;39200;3
3531;PLATSA;dormitorio;499200;1
2704;LINNMON / LERBERG;living;156000;1
2880;LINNMON / GODVIN;living;220000;5
1126;STRANDMON;living;796000;3
625;KALLAX;dormitorio;596000;4
3422;MOSSARYD;living;23200;2
3631;STUVA / FRITIDS;dormitorio;980000;5
2692;KVISTBRO;living;140000;5
1816;JULES;dormitorio;204000;1
3224;MÖCKELBY / ODGER;living;3412000;5
3703;Panel LED 30x120;iluminacion;17990;4
3326;BRIMNES;living;1108000;3
2699;NORDEN;living;719200;3
2952;BEKANT;living;1060000;1
1441;NORBERG / NISSE;living;259200;2
1748;PÅHL;dormitorio;100000;5
2953;NORRÅKER / NORRARYD;living;732000;1
3356;BESTÅ;living;100000;4
3150;INGATORP / INGOLF;living;1380000;2
1196;BÖRJE;living;140000;4
1980;ÄPPLARÖ;living;220000;4
8;FRANKLIN;living;103200;3
1767;TROFAST;dormitorio;156000;3
1958;ÄPPLARÖ;living;1428800;4
