id_paquete;id_producto;id_caja
856;716;0
857;1950;0
858;1285;0
859;177;0
860;3070;0
861;2829;0
862;1147;0
863;1454;0
864;2450;0
865;553;0
866;2412;0
867;852;0
868;605;0
869;3507;0
870;3031;0
871;236;0
872;1619;0
873;1745;0
874;1851;0
875;1575;0
876;1108;0
877;2849;0
878;813;0
879;3127;0
880;2567;0
881;2167;0
882;1283;0
883;3258;0
884;3147;0
885;906;0
886;2503;0
887;3592;0
888;1435;0
889;3152;0
890;871;0
891;3180;0
892;1151;0
893;1928;0
894;1328;0
895;466;0
896;1000;0
897;2274;0
898;432;0
899;859;0
900;3708;0
901;3474;0
902;2628;0
903;2074;0
904;3694;0
905;26;0
906;833;0
907;624;0
908;1309;0
909;3559;0
910;1248;0
911;1003;0
912;661;0
913;1814;0
914;2220;0
915;1444;0
916;1838;0
917;450;0
918;3546;0
919;1554;0
920;498;0
921;1156;0
922;1296;0
923;3349;0
924;3154;0
925;3248;0
926;475;0
927;2210;0
928;3080;0
929;1522;0
930;1670;0
931;3116;0
932;3172;0
933;3453;0
934;112;0
935;49;0
936;1730;0
937;3390;0
938;3048;0
939;3293;0
940;2037;0
941;3004;0
942;2803;0
943;1438;0
944;1028;0
945;3725;0
946;146;0
947;1257;0
948;866;0
949;2556;0
950;3486;0
951;2843;0
952;403;0
953;1211;0
954;1611;0
955;1500;0
956;369;0
957;3391;0
958;3186;0
959;614;0
960;2852;0
961;1126;0
962;2678;0
963;1275;0
964;3439;0
965;3671;0
966;2411;0
967;257;0
968;3510;0
969;1187;0
970;945;0
971;3563;0
972;2404;0
973;80;0
974;3686;0
975;1884;0
976;3133;0
977;2064;0
978;1721;0
979;471;0
980;346;0
981;3491;0
982;2393;0
983;2239;0
984;85;0
985;939;0
986;2723;0
987;11;0
988;3696;0
989;2232;0
990;3543;0
991;1119;0
992;3274;0
993;3705;0
994;1968;0
995;2390;0
996;2244;0
997;2485;0
998;803;0
999;1897;0
1000;2636;0
1001;1864;0
1002;2800;0
1003;2355;0
1004;3600;0
1005;2432;0
1006;1273;0
1007;2331;0
1008;2386;0
1009;3182;0
1010;809;0
1011;2224;0
1012;3611;0
1013;1820;0
1014;2516;0
1015;1682;0
1016;3210;0
1017;1990;0
1018;2391;0
1019;3234;0
1020;2661;0
1021;2896;0
1022;2134;0
1023;2218;0
1024;2495;0
1025;3015;0
1026;1756;0
1027;1374;0
1028;75;0
1029;3041;0
1030;408;0
1031;3157;0
1032;1214;0
1033;2345;0
1034;2253;0
1035;3008;0
1036;3122;0
1037;3074;0
1038;1959;0
1039;3237;0
1040;3564;0
1041;2477;0
1042;3416;0
1043;3426;0
1044;3673;0
1045;1736;0
1046;546;0
1047;586;0
1048;3420;0
1049;1464;0
1050;851;0
1051;3428;0
1052;3094;0
1053;3576;0
1054;1981;0
1055;2366;0
1056;1038;0
1057;1573;0
1058;10;0
1059;2613;0
1060;693;0
1061;3363;0
1062;3413;0
1063;2344;0
1064;3054;0
1065;2419;0
1066;1300;0
1067;2770;0
1068;2744;0
1069;1836;0
1070;3068;0
1071;198;0
1072;2320;0
1073;3723;0
1074;2371;0
1075;3386;0
1076;1439;0
1077;3457;0
1078;1421;0
1079;1843;0
1080;3664;0
1081;3616;0
1082;3370;0
1083;25;0
1084;711;0
1085;2138;0
1086;2751;0
1087;250;0
1088;3306;0
1089;2796;0
1090;1239;0
1091;3178;0
1092;2133;0
1093;1458;0
1094;1067;0
1095;3381;0
1096;1668;0
1097;3625;0
1098;1634;0
1099;948;0
1100;874;0
1101;513;0
1102;522;0
1103;3682;0
1104;883;0
1105;2427;0
1106;2311;0
1107;3431;0
1108;396;0
1109;1902;0
1110;144;0
1111;1346;0
1112;1478;0
1113;19;0
1114;2110;0
1115;305;0
1116;2877;0
1117;2681;0
1118;936;0
1119;2162;0
1120;2090;0
1121;1265;0
1122;3440;0
1123;2888;0
1124;571;0
1125;1362;0
1126;2160;0
1127;2966;0
1128;3266;0
1129;1484;0
1130;654;0
1131;1671;0
1132;3451;0
1133;3079;0
1134;3285;0
1135;2889;0
1136;242;0
1137;2343;0
1138;3526;0
1139;2909;0
1140;1883;0
1141;1382;0
1142;1131;0
1143;1960;0
1144;1758;0
1145;1006;0
1146;2041;0
1147;2310;0
1148;2978;0
1149;57;0
1150;3236;0
1151;3214;0
1152;1703;0
1153;917;0
1154;548;0
1155;2001;0
1156;1739;0
1157;3405;0
1158;1673;0
1159;1091;0
1160;561;0
1161;2540;0
1162;2490;0
1163;1411;0
1164;3292;0
1165;1744;0
1166;1533;0
1167;2159;0
1168;3580;0
1169;2840;0
1170;2251;0
1171;2733;0
1172;2144;0
1173;1733;0
1174;660;0
1175;2277;0
1176;1198;0
1177;2147;0
1178;1033;0
1179;86;0
1180;3056;0
1181;3446;0
1182;82;0
1183;2209;0
1184;1235;0
1185;1983;0
1186;113;0
1187;515;0
1188;3594;0
1189;1606;0
1190;2475;0
1191;3047;0
1192;1195;0
1193;620;0
1194;3698;0
1195;541;0
1196;671;0
1197;1636;0
1198;761;0
1199;1669;0
1200;647;0
1201;3505;0
1202;1646;0
1203;3660;0
1204;929;0
1205;973;0
1206;2089;0
1207;3174;0
1208;2984;0
1209;504;0
1210;3099;0
1211;3468;0
1212;1288;0
1213;3709;0
1214;3415;0
1215;2961;0
1216;1613;0
1217;543;0
1218;1801;0
1219;3419;0
1220;3369;0
1221;3371;0
1222;298;0
1223;3672;0
1224;2347;0
1225;1939;0
1226;550;0
1227;1760;0
1228;1242;0
1229;655;0
1230;3296;0
1231;3467;0
1232;575;0
1233;1980;0
1234;2415;0
1235;533;0
1236;1358;0
1237;3224;0
1238;3187;0
1239;3232;0
1240;316;0
1241;2228;0
1242;247;0
1243;1549;0
1244;1246;0
1245;2268;0
1246;51;0
1247;1082;0
1248;88;0
1249;3485;0
1250;354;0
1251;131;0
1252;2003;0
1253;122;0
1254;488;0
1255;3312;0
1256;63;0
1257;2753;0
1258;886;0
1259;1023;0
1260;2708;0
1261;3145;0
1262;3544;0
1263;322;0
1264;1357;0
1265;791;0
1266;3034;0
1267;626;0
1268;160;0
1269;521;0
1270;3021;0
1271;2644;0
1272;3639;0
1273;2576;0
1274;3674;0
1275;61;0
1276;603;0
1277;52;0
1278;3493;0
1279;1207;0
1280;3107;0
1281;1008;0
1282;1197;0
1283;3121;0
1284;3605;0
1285;1938;0
1286;2276;0
1287;629;0
1288;461;0
1289;887;0
1290;2945;0
1291;1686;0
1292;83;0
1293;120;0
1294;1199;0
1295;1817;0
1296;1823;0
1297;2814;0
1298;977;0
1299;121;0
1300;3135;0
1301;3348;0
1302;2627;0
1303;1460;0
1304;2545;0
1305;531;0
1306;3623;0
1307;1969;0
1308;481;0
1309;451;0
1310;3540;0
1311;1384;0
1312;3042;0
1313;923;0
1314;825;0
1315;3528;0
1316;3404;0
1317;418;0
1318;570;0
1319;2822;0
1320;3710;0
1321;2077;0
1322;2149;0
1323;916;0
1324;3585;0
1325;3465;0
1326;2500;0
1327;1226;0
1328;2624;0
1329;1087;0
1330;1100;0
1331;2687;0
1332;1294;0
1333;1046;0
1334;334;0
1335;3707;0
1336;530;0
1337;2674;0
1338;1729;0
1339;1479;0
1340;342;0
1341;1268;0
1342;514;0
1343;3335;0
1344;190;0
1345;1705;0
1346;3554;0
1347;678;0
1348;2060;0
1349;3338;0
1350;580;0
1351;2223;0
1352;1929;0
1353;1381;0
1354;2777;0
1355;89;0
1356;1174;0
1357;2155;0
1358;1240;0
1359;271;0
1360;404;0
1361;1189;0
1362;3251;0
1363;3028;0
1364;362;0
1365;1263;0
1366;3681;0
1367;3130;0
1368;1629;0
1369;2917;0
1370;2325;0
1371;1392;0
1372;1014;0
1373;3538;0
1374;1695;0
1375;2107;0
1376;2747;0
1377;3128;0
1378;2997;0
1379;1738;0
1380;366;0
1381;2804;0
1382;3568;0
1383;344;0
1384;3418;0
1385;1319;0
1386;321;0
1387;2377;0
1388;2553;0
1389;2566;0
1390;1443;0
1391;3417;0
1392;1264;0
1393;717;0
1394;3358;0
1395;2597;0
1396;3009;0
1397;1332;0
1398;2092;0
1399;752;0
1400;1353;0
1401;1732;0
1402;3642;0
1403;1782;0
1404;641;0
1405;445;0
1406;768;0
1407;2529;0
1408;3149;0
1409;1251;0
1410;2370;0
1411;3450;0
1412;2389;0
1413;3577;0
1414;2904;0
1415;662;0
1416;2892;0
1417;1965;0
1418;1099;0
1419;135;0
1420;30;0
1421;2216;0
1422;1289;0
1423;3668;0
1424;2065;0
1425;2396;0
1426;1806;0
1427;400;0
1428;2774;0
1429;3208;0
1430;2267;0
1431;1600;0
1432;3245;0
1433;534;0
1434;136;0
1435;2960;0
1436;1886;0
1437;518;0
1438;2018;0
1439;617;0
1440;2643;0
1441;3399;0
1442;1303;0
1443;2444;0
1444;1093;0
1445;3719;0
1446;1247;0
1447;2471;0
1448;3547;0
1449;1058;0
1450;56;0
1451;1133;0
1452;3398;0
1453;762;0
1454;2555;0
1455;456;0
1456;564;0
1457;840;0
1458;1315;0
1459;795;0
1460;3066;0
1461;1750;0
1462;968;0
1463;3193;0
1464;3535;0
1465;2813;0
1466;1882;0
1467;2925;0
1468;196;0
1469;3534;0
1470;2724;0
1471;458;0
1472;2036;0
1473;1043;0
1474;3260;0
1475;3201;0
1476;13;0
1477;931;0
1478;3502;0
1479;827;0
1480;2173;0
1481;3134;0
1482;2839;0
1483;3249;0
1484;1971;0
1485;2201;0
1486;2536;0
1487;1784;0
1488;2629;0
1489;1153;0
1490;176;0
1491;1921;0
1492;821;0
1493;3085;0
1494;1430;0
1495;368;0
1496;1982;0
1497;2876;0
1498;3496;0
1499;1167;0
1500;3500;0
1501;2499;0
1502;2069;0
1503;869;0
1504;686;0
1505;2141;0
1506;3032;0
1507;573;0
1508;831;0
1509;1284;0
1510;3088;0
1511;2769;0
1512;2163;0
1513;2719;0
1514;2012;0
1515;673;0
1516;814;0
1517;1485;0
1518;60;0
1519;2207;0
1520;1104;0
1521;2019;0
1522;3093;0
1523;2640;0
1524;460;0
1525;3498;0
1526;133;0
1527;1495;0
1528;3198;0
1529;439;0
1530;1175;0
1531;429;0
1532;2152;0
1533;2085;0
1534;1326;0
1535;2990;0
1536;2313;0
1537;2614;0
1538;2759;0
1539;1944;0
1540;286;0
1541;983;0
1542;1291;0
1543;3189;0
1544;1910;0
1545;2507;0
1546;207;0
1547;908;0
1548;930;0
1549;1964;0
1550;2453;0
1551;2826;0
1552;1180;0
1553;28;0
1554;3119;0
1555;336;0
1556;2230;0
1557;227;0
1558;3635;0
1559;3691;0
1560;2278;0
1561;2417;0
1562;1822;0
1563;731;0
1564;610;0
1565;987;0
1566;3353;0
1567;1559;0
1568;3579;0
1569;1;0
1570;1922;0
1571;3527;0
1572;3010;0
1573;3302;0
1574;3367;0
1575;299;0
1576;1719;0
1577;3313;0
1578;1084;0
1579;3235;0
1580;76;0
1581;800;0
1582;1313;0
1583;1530;0
1584;528;0
1585;2950;0
1586;961;0
1587;2635;0
1588;2871;0
1589;3144;0
1590;45;0
1591;3667;0
1592;2900;0
1593;1447;0
1594;348;0
1595;3480;0
1596;604;0
1597;2187;0
1598;3328;0
1599;963;0
1600;3658;0
1601;2549;0
1602;2573;0
1603;2509;0
1604;3584;0
1605;642;0
1606;3043;0
1607;2976;0
1608;2676;0
1609;3014;0
1610;1615;0
1611;1103;0
1612;3202;0
1613;3380;0
1614;697;0
1615;2199;0
1616;215;0
1617;3483;0
1618;3396;0
1619;3438;0
1620;2247;0
1621;3044;0
1622;1413;0
1623;1136;0
1624;18;0
1625;2934;0
1626;2654;0
1627;3593;0
1628;1913;0
1629;3;0
1630;1539;0
1631;3466;0
1632;415;0
1633;229;0
1634;1679;0
1635;2235;0
1636;2831;0
1637;781;0
1638;1657;0
1639;734;0
1640;972;0
1641;3016;0
1642;143;0
1643;423;0
1644;1602;0
1645;2721;0
1646;3216;0
1647;3196;0
1648;3024;0
1649;2899;0
1650;3621;0
1651;1680;0
1652;612;0
1653;2323;0
1654;1409;0
1655;1601;0
1656;3591;0
1657;1598;0
1658;2850;0
1659;3038;0
1660;3692;0
1661;542;0
1662;2894;0
1663;1311;0
1664;865;0
1665;2659;0
1666;2526;0
1667;265;0
1668;3724;0
1669;44;0
1670;1102;0
1671;505;0
1672;1666;0
1673;2005;0
1674;1086;0
1675;237;0
1676;3344;0
1677;547;0
1678;2805;0
1679;2605;0
1680;1558;0
1681;849;0
1682;2431;0
1683;1306;0
1684;1041;0
1685;1812;0
1686;3357;0
1687;2255;0
1688;3640;0
1689;1628;0
1690;2211;0
1691;3688;0
1692;2392;0
1693;3361;0
1694;2634;0
1695;1163;0
1696;93;0
1697;96;0
1698;1494;0
1699;789;0
1700;2287;0
1701;2933;0
1702;3106;0
1703;1743;0
1704;877;0
1705;3211;0
1706;1765;0
1707;1125;0
1708;783;0
1709;3455;0
1710;3499;0
1711;3002;0
1712;2579;0
1713;397;0
1714;1717;0
1715;1347;0
1716;463;0
1717;3422;0
1718;645;0
1719;2182;0
1720;1865;0
1721;203;0
1722;2664;0
1723;3511;0
1724;2102;0
1725;192;0
1726;2776;0
1727;1042;0
1728;2535;0
1729;943;0
1730;1088;0
1731;1072;0
1732;824;0
1733;2823;0
1734;1019;0
1735;3166;0
1736;2815;0
1737;2517;0
1738;910;0
1739;3059;0
1740;2523;0
1741;1568;0
1742;31;0
1743;311;0
1744;2302;0
1745;838;0
1746;3332;0
1747;1550;0
1748;1270;0
1749;1212;0
1750;2095;0
1751;2718;0
1752;913;0
1753;934;0
1754;2647;0
1755;23;0
1756;2281;0
1757;2716;0
1758;3184;0
1759;3052;0
1760;2346;0
1761;2691;0
1762;549;0
1763;3400;0
1764;2656;0
1765;1101;0
1766;3458;0
1767;739;0
1768;64;0
1769;159;0
1770;2245;0
1771;50;0
1772;1987;0
1773;3036;0
1774;1521;0
1775;2169;0
1776;960;0
1777;2250;0
1778;2668;0
1779;58;0
1780;384;0
1781;1134;0
1782;576;0
1783;3558;0
1784;714;0
1785;1618;0
1786;2241;0
1787;942;0
1788;145;0
1789;1711;0
1790;2463;0
1791;3256;0
1792;705;0
1793;1653;0
1794;811;0
1795;3508;0
1796;244;0
1797;3076;0
1798;3276;0
1799;1286;0
1800;938;0
1801;1320;0
1802;1644;0
1803;3473;0
1804;3634;0
1805;1459;0
1806;622;0
1807;292;0
1808;1280;0
1809;742;0
1810;3689;0
1811;3631;0
1812;1378;0
1813;3699;0
1814;2399;0
1815;3310;0
1816;2157;0
1817;2394;0
1818;2458;0
1819;3073;0
1820;1298;0
1821;2136;0
1822;1805;0
1823;81;0
1824;1561;0
1825;1024;0
1826;1898;0
1827;1874;0
1828;2782;0
1829;792;0
1830;1039;0
1831;3716;0
1832;1276;0
1833;778;0
1834;2066;0
1835;1585;0
1836;1002;0
1837;3228;0
1838;218;0
1839;2924;0
1840;3697;0
1841;467;0
1842;288;0
1843;477;0
1844;1650;0
1845;87;0
1846;915;0
1847;2558;0
1848;1191;0
1849;1674;0
1850;1662;0
1851;3320;0
1852;431;0
1853;2298;0
1854;129;0
1855;993;0
1856;9;0
1857;2521;0
1858;2702;0
1859;2217;0
1860;2784;0
1861;3548;0
1862;15;0
1863;99;0
1864;3665;0
1865;3657;0
1866;123;0
1867;3550;0
1868;2097;0
1869;2809;0
1870;1535;0
1871;2620;0
1872;1205;0
1873;2252;0
1874;1144;0
1875;928;0
1876;718;0
1877;1154;0
1878;2454;0
1879;3643;0
1880;520;0
1881;832;0
1882;2042;0
1883;2336;0
1884;2148;0
1885;3603;0
1886;3212;0
1887;2981;0
1888;1422;0
1889;1978;0
1890;1301;0
1891;2919;0
1892;2873;0
1893;1976;0
1894;1696;0
1895;3406;0
1896;3389;0
1897;1391;0
1898;479;0
1899;3562;0
1900;3053;0
1901;635;0
1902;2105;0
1903;3183;0
1904;1137;0
1905;1735;0
1906;2238;0
1907;978;0
1908;2755;0
1909;1063;0
1910;1340;0
1911;2014;0
1912;3472;0
1913;2035;0
1914;1380;0
1915;3171;0
1916;2706;0
1917;1193;0
1918;2914;0
1919;1387;0
1920;3523;0
1921;422;0
1922;3075;0
1923;448;0
1924;2802;0
1925;1788;0
1926;2835;0
1927;1871;0
1928;3279;0
1929;351;0
1930;1627;0
