id_contenido;id_producto;id_caja;peso
262;1407;0;9.6
263;92;0;3.3
264;1640;0;4.0
265;2872;0;1.4
266;3045;0;7.4
267;2143;0;8.2
268;2023;0;2.0
269;1139;0;5.2
270;3484;0;5.4
271;1477;0;8.0
272;2953;0;7.1
273;79;0;4.6
274;3264;0;8.1
275;3387;0;10.9
276;3155;0;5.9
277;3583;0;8.8
278;132;0;3.6
279;1020;0;7.2
280;2260;0;9.0
281;2846;0;7.3
282;3448;0;4.1
283;797;0;9.3
284;395;0;1.3
285;3360;0;5.0
286;3110;0;2.2
287;2593;0;1.0
288;1271;0;7.3
289;1811;0;10.7
290;2722;0;4.6
291;1451;0;1.6
292;3324;0;2.8
293;1414;0;6.4
294;2358;0;3.8
295;293;0;9.0
296;2952;0;4.8
297;1034;0;1.7
298;524;0;7.5
299;1560;0;3.9
300;2179;0;6.3
301;1371;0;3.2
302;266;0;8.5
303;3489;0;9.4
304;1885;0;10.3
305;2713;0;1.2
306;2531;0;9.9
307;3175;0;2.1
308;1766;0;5.8
309;2496;0;1.6
310;1196;0;6.3
311;1217;0;3.8
312;3177;0;2.1
313;3023;0;5.6
314;3435;0;4.5
315;2518;0;3.4
316;3255;0;4.2
317;3167;0;3.5
318;201;0;5.8
319;2013;0;4.6
320;1241;0;1.0
321;3533;0;1.7
322;1755;0;2.7
323;94;0;1.1
324;3626;0;7.0
325;1803;0;8.9
326;2059;0;7.6
327;1856;0;4.0
328;1791;0;2.3
329;3051;0;10.4
330;2038;0;10.5
331;38;0;2.8
332;484;0;3.8
333;3589;0;4.5
334;3282;0;7.9
335;2249;0;8.5
336;2690;0;8.8
337;2685;0;6.9
338;3207;0;9.7
339;601;0;5.5
340;1483;0;9.2
341;3617;0;5.5
342;1906;0;1.0
343;1335;0;1.1
344;54;0;6.6
345;3427;0;6.1
346;97;0;5.1
347;66;0;5.5
348;2063;0;7.7
349;3525;0;1.4
350;2290;0;1.4
351;1295;0;2.3
352;3727;0;1.3
353;2972;0;2.0
354;2707;0;3.1
355;3393;0;1.3
356;1203;0;10.0
357;258;0;3.0
358;3414;0;7.2
359;17;0;5.4
360;1278;0;3.3
361;1726;0;10.9
362;535;0;7.2
363;2920;0;3.0
364;3040;0;3.4
365;2937;0;1.4
366;1172;0;2.1
367;3464;0;7.9
368;2129;0;4.2
369;3337;0;10.2
370;3347;0;3.9
371;2240;0;7.8
372;500;0;4.4
373;2554;0;5.1
374;775;0;4.0
375;3278;0;1.3
376;745;0;1.8
377;3488;0;8.0
378;1317;0;3.9
379;3091;0;2.1
380;3141;0;9.1
381;2480;0;5.3
382;885;0;7.9
383;39;0;7.0
384;3476;0;3.7
385;107;0;5.2
386;3542;0;3.5
387;3219;0;8.8
388;3637;0;5.7
389;1405;0;3.8
390;3588;0;9.3
391;3131;0;8.7
392;506;0;8.9
393;3412;0;5.4
394;3069;0;6.6
395;421;0;4.8
396;3081;0;2.7
397;3181;0;3.5
398;2788;0;2.9
399;2633;0;4.0
400;3261;0;3.4
401;239;0;1.3
402;433;0;4.3
403;3246;0;2.1
404;2465;0;7.1
405;2128;0;2.5
406;3331;0;8.9
407;2032;0;9.0
408;1282;0;8.0
409;2903;0;2.6
410;3581;0;3.8
411;2492;0;8.5
412;3060;0;1.0
413;3111;0;4.4
414;872;0;7.0
415;3619;0;2.6
416;420;0;4.9
417;3185;0;2.8
418;3462;0;4.2
419;1261;0;9.3
420;3572;0;5.0
421;2958;0;10.0
422;3463;0;4.8
423;1544;0;2.5
424;3655;0;8.9
425;1858;0;1.7
426;3025;0;8.6
427;2922;0;9.2
428;3567;0;8.7
429;1025;0;7.3
430;3140;0;8.1
431;3200;0;9.1
432;3649;0;7.4
433;3632;0;8.2
434;2860;0;6.4
435;2151;0;7.1
436;3058;0;10.4
437;3670;0;1.3
438;1266;0;8.3
439;3117;0;2.5
440;14;0;7.7
441;708;0;4.9
442;2354;0;9.7
443;104;0;9.2
444;35;0;10.4
445;3434;0;3.8
446;1624;0;3.2
447;578;0;2.4
448;3549;0;3.3
449;1759;0;9.8
450;3595;0;9.7
451;478;0;7.2
452;2982;0;6.7
453;3209;0;2.3
454;3192;0;8.1
455;228;0;5.1
456;140;0;3.6
457;1403;0;6.4
458;2623;0;5.6
459;1809;0;9.8
460;3599;0;2.4
461;2936;0;8.5
462;151;0;1.5
463;698;0;9.9
464;3205;0;2.6
465;2408;0;6.6
466;3587;0;5.5
467;1557;0;9.7
468;2165;0;9.9
469;230;0;9.7
470;2645;0;3.4
471;1924;0;2.8
472;1699;0;10.0
473;754;0;3.2
474;2616;0;6.2
475;3030;0;1.9
476;1124;0;9.9
477;3108;0;5.0
478;1183;0;5.4
479;2316;0;3.9
480;771;0;3.5
481;2975;0;3.5
482;3199;0;8.9
483;53;0;1.6
484;985;0;4.5
485;3444;0;2.7
486;509;0;5.5
487;3271;0;4.7
488;1463;0;3.9
489;1394;0;8.7
490;91;0;9.6
491;3272;0;1.1
492;3685;0;3.3
493;738;0;4.1
494;2024;0;9.9
495;577;0;1.5
496;2743;0;1.9
497;95;0;5.8
498;701;0;2.9
499;2113;0;3.9
500;1664;0;10.6
501;3442;0;9.3
502;3470;0;10.4
503;1272;0;5.0
504;1631;0;3.2
505;1057;0;7.7
506;1210;0;7.4
507;1542;0;1.0
508;646;0;7.9
509;644;0;7.7
510;2700;0;9.7
511;2819;0;8.8
512;2631;0;6.1
513;2949;0;8.7
514;1092;0;3.5
515;3137;0;10.1
516;2214;0;2.8
517;3490;0;5.7
518;341;0;8.3
519;2785;0;9.1
520;2045;0;9.6
521;3341;0;3.3
522;875;0;1.3
523;1515;0;4.2
524;3298;0;2.2
525;801;0;6.5
526;3129;0;6.9
527;2930;0;6.2
528;1842;0;1.9
529;3509;0;3.8
530;2787;0;3.0
531;2094;0;2.2
532;2236;0;7.4
533;727;0;3.9
534;2970;0;10.1
535;72;0;5.8
536;2257;0;1.9
537;413;0;5.9
538;1510;0;4.4
539;855;0;9.6
540;2764;0;1.7
541;1594;0;10.2
542;1143;0;6.9
543;1841;0;4.9
544;205;0;8.7
545;2349;0;9.9
546;1130;0;4.9
547;649;0;4.1
548;652;0;1.2
549;648;0;5.0
550;2332;0;6.1
551;2738;0;7.0
552;2076;0;3.0
553;926;0;7.0
554;1095;0;5.9
555;1761;0;6.1
556;893;0;5.3
557;2259;0;10.3
558;485;0;1.6
559;2365;0;2.8
560;1152;0;10.9
561;2955;0;6.8
562;3083;0;6.9
563;234;0;9.0
564;1128;0;4.2
565;860;0;9.6
566;2669;0;6.0
567;2364;0;5.9
568;2269;0;2.3
569;3055;0;9.8
570;3270;0;7.9
571;3610;0;8.4
572;1762;0;10.0
573;391;0;10.0
574;3317;0;8.5
575;1826;0;4.0
576;1772;0;8.7
577;3647;0;4.9
578;1208;0;6.8
579;3329;0;3.0
580;1016;0;4.2
581;46;0;10.8
582;3037;0;10.3
583;2469;0;3.8
584;3253;0;7.0
585;1863;0;2.4
586;3289;0;10.9
587;1480;0;2.3
588;2234;0;7.3
589;1830;0;5.4
590;2832;0;7.8
591;1840;0;7.9
592;1004;0;3.9
593;3318;0;7.1
594;2487;0;2.6
595;1228;0;7.2
596;3243;0;1.2
597;2783;0;7.2
598;2560;0;7.2
599;3297;0;7.7
600;43;0;4.8
601;1868;0;8.4
602;2096;0;4.0
603;692;0;3.7
604;782;0;4.0
605;1569;0;9.7
606;1807;0;7.1
607;2270;0;6.7
608;1835;0;4.0
609;597;0;3.5
610;2726;0;7.9
611;2696;0;2.8
612;3630;0;7.4
613;470;0;2.4
614;3096;0;3.7
615;2350;0;1.3
616;3287;0;5.7
617;3158;0;8.7
618;2795;0;1.3
619;3095;0;1.9
620;2180;0;1.6
621;36;0;1.1
622;1361;0;10.4
623;750;0;7.2
624;2584;0;9.6
625;495;0;6.3
626;3582;0;4.9
627;4;0;2.4
628;3323;0;8.7
629;1973;0;8.0
630;2965;0;3.6
631;224;0;7.1
632;2176;0;7.5
633;2504;0;8.1
634;469;0;7.5
635;1018;0;3.9
636;447;0;6.2
637;303;0;9.9
638;1540;0;5.7
639;332;0;5.0
640;1448;0;10.0
641;3514;0;4.2
642;3678;0;3.5
643;1201;0;7.8
644;2226;0;10.8
645;669;0;10.5
646;1948;0;4.0
647;379;0;8.3
648;1027;0;9.4
649;2574;0;8.2
650;3102;0;1.7
651;3078;0;8.2
652;2186;0;3.8
653;2283;0;3.4
654;3620;0;2.3
655;2033;0;1.4
656;2489;0;7.9
657;780;0;8.1
658;3596;0;7.1
659;689;0;3.2
660;2954;0;10.1
661;261;0;6.1
662;453;0;5.3
663;2048;0;5.0
664;3597;0;10.3
665;2479;0;8.6
666;27;0;4.1
667;2067;0;9.5
668;1385;0;9.3
669;1592;0;2.2
670;1698;0;5.8
671;2775;0;7.7
672;946;0;1.7
673;483;0;1.1
674;3115;0;6.8
675;3352;0;7.0
676;959;0;3.5
677;380;0;3.5
678;1534;0;9.4
679;2379;0;5.3
680;1433;0;1.4
681;1035;0;6.4
682;2362;0;9.2
683;3701;0;4.1
684;101;0;1.8
685;1179;0;4.3
686;2791;0;5.8
687;149;0;4.4
688;245;0;2.3
689;375;0;10.9
690;1376;0;7.1
691;544;0;1.8
692;3644;0;6.5
693;628;0;6.6
694;323;0;10.6
695;2437;0;2.1
696;2329;0;8.9
697;2575;0;7.0
698;2532;0;6.2
699;59;0;6.5
700;2058;0;4.2
701;2610;0;3.8
702;595;0;10.0
703;834;0;4.6
704;1563;0;6.2
705;3397;0;3.7
706;62;0;9.0
707;3388;0;3.7
708;2248;0;1.7
709;1612;0;8.5
710;3651;0;6.1
711;1911;0;8.6
712;3676;0;10.2
713;1813;0;9.6
714;465;0;7.8
715;2142;0;8.0
716;3225;0;7.3
717;2158;0;3.0
718;3017;0;1.9
719;1651;0;2.6
720;3628;0;6.8
721;2424;0;9.2
722;3120;0;1.9
723;2520;0;5.2
724;1122;0;4.7
725;3082;0;8.0
726;1751;0;10.5
727;3441;0;6.9
728;1658;0;3.2
729;302;0;5.6
730;3114;0;5.6
731;1737;0;9.7
732;1160;0;6.7
733;517;0;6.1
734;2448;0;9.2
735;389;0;2.5
736;69;0;6.4
737;2626;0;1.0
738;1930;0;2.4
739;3633;0;4.4
740;1233;0;7.7
741;1577;0;5.9
742;845;0;7.1
743;3518;0;9.8
744;599;0;1.3
745;77;0;3.8
746;3666;0;1.1
747;1724;0;7.0
748;3565;0;1.7
749;3606;0;9.8
750;1545;0;3.1
751;208;0;6.6
752;2745;0;4.9
753;2513;0;8.3
754;387;0;6.8
755;2305;0;3.9
756;73;0;5.7
757;1720;0;9.9
758;2104;0;4.8
759;2084;0;3.3
760;3291;0;3.1
761;3571;0;2.4
762;683;0;2.4
763;2883;0;10.9
764;353;0;5.7
765;486;0;6.3
766;616;0;5.6
767;3443;0;7.3
768;307;0;3.1
769;2734;0;6.7
770;1896;0;5.8
771;3309;0;6.6
772;3679;0;3.6
773;2360;0;8.5
774;1406;0;4.8
775;3238;0;7.7
776;3423;0;10.2
777;1118;0;5.5
778;2655;0;5.0
779;1626;0;1.9
780;3351;0;5.5
781;3624;0;5.4
782;3365;0;9.7
783;1949;0;10.4
784;361;0;9.2
785;1691;0;6.6
786;2983;0;4.5
787;3374;0;7.3
788;2621;0;5.1
789;2712;0;9.7
790;1031;0;1.0
791;1643;0;2.6
792;309;0;8.3
793;2439;0;5.3
794;2275;0;4.9
795;3586;0;9.0
796;2288;0;6.7
797;3532;0;6.8
798;1963;0;4.1
799;3497;0;3.5
800;1957;0;5.9
801;1945;0;9.6
802;1462;0;10.4
803;5;0;1.9
804;3395;0;10.4
805;941;0;1.3
806;2811;0;5.2
807;986;0;3.2
808;424;0;5.6
809;3700;0;4.5
810;47;0;9.4
811;3545;0;4.4
812;563;0;7.7
813;2844;0;2.2
814;3064;0;3.5
815;2688;0;3.8
816;3522;0;4.5
817;3033;0;3.9
818;1661;0;10.3
819;142;0;1.7
820;1073;0;5.5
821;3590;0;5.9
822;3148;0;2.2
823;2780;0;6.8
824;2697;0;1.8
825;1436;0;10.8
826;2029;0;9.5
827;1140;0;4.4
828;1879;0;9.6
829;3531;0;10.1
830;1221;0;7.7
831;3425;0;2.5
832;3569;0;8.5
833;326;0;5.5
834;1727;0;7.1
835;3377;0;9.4
836;1512;0;6.9
837;3330;0;6.2
838;3089;0;4.8
839;538;0;10.7
840;559;0;7.5
841;1037;0;7.4
842;2401;0;10.3
843;2098;0;1.5
844;2494;0;5.2
845;2544;0;6.8
846;2040;0;5.3
847;3294;0;4.5
848;776;0;3.4
849;2893;0;6.8
850;285;0;7.7
851;74;0;8.4
852;581;0;7.7
853;1616;0;8.5
854;317;0;6.9
855;3026;0;3.1
856;716;0;6.8
857;1950;0;5.3
858;1285;0;7.4
859;177;0;3.1
860;3070;0;9.8
861;2829;0;10.0
862;1147;0;4.2
863;1454;0;7.6
864;2450;0;2.8
865;553;0;4.5
866;2412;0;4.0
867;852;0;8.8
868;605;0;4.5
869;3507;0;3.3
870;3031;0;3.4
871;236;0;7.0
872;1619;0;9.9
873;1745;0;4.3
874;1851;0;7.3
875;1575;0;10.0
876;1108;0;2.7
877;2849;0;7.3
878;813;0;3.0
879;3127;0;9.4
880;2567;0;4.7
881;2167;0;9.8
882;1283;0;9.9
883;3258;0;1.4
884;3147;0;8.2
885;906;0;8.5
886;2503;0;7.7
887;3592;0;4.5
888;1435;0;6.3
889;3152;0;10.6
890;871;0;9.9
891;3180;0;9.5
892;1151;0;8.2
893;1928;0;3.6
894;1328;0;5.6
895;466;0;7.8
896;1000;0;6.6
897;2274;0;8.6
898;432;0;4.0
899;859;0;5.9
900;3708;0;9.5
901;3474;0;4.9
902;2628;0;1.7
903;2074;0;8.9
904;3694;0;9.5
905;26;0;1.3
906;833;0;6.9
907;624;0;5.5
908;1309;0;6.6
909;3559;0;2.3
910;1248;0;4.4
911;1003;0;2.8
912;661;0;7.4
913;1814;0;9.5
914;2220;0;8.7
915;1444;0;10.0
916;1838;0;2.3
917;450;0;2.6
918;3546;0;10.5
919;1554;0;10.9
920;498;0;2.1
921;1156;0;6.9
922;1296;0;3.9
923;3349;0;3.1
924;3154;0;4.8
925;3248;0;6.7
926;475;0;1.9
927;2210;0;10.3
928;3080;0;9.5
929;1522;0;7.0
930;1670;0;5.8
931;3116;0;10.6
932;3172;0;8.7
933;3453;0;1.2
934;112;0;9.5
935;49;0;4.6
936;1730;0;10.4
937;3390;0;2.0
938;3048;0;10.7
939;3293;0;2.7
940;2037;0;10.9
941;3004;0;10.7
942;2803;0;2.0
943;1438;0;10.2
944;1028;0;2.1
945;3725;0;5.2
946;146;0;3.4
947;1257;0;6.9
948;866;0;7.9
949;2556;0;8.8
950;3486;0;1.0
951;2843;0;9.8
952;403;0;5.3
953;1211;0;4.7
954;1611;0;4.7
955;1500;0;7.4
956;369;0;6.8
957;3391;0;7.5
958;3186;0;1.1
959;614;0;1.5
960;2852;0;8.5
961;1126;0;10.3
962;2678;0;5.7
963;1275;0;2.4
964;3439;0;6.9
965;3671;0;3.6
966;2411;0;5.5
967;257;0;3.8
968;3510;0;10.9
969;1187;0;9.0
970;945;0;9.1
971;3563;0;2.5
972;2404;0;10.9
973;80;0;8.8
974;3686;0;7.3
975;1884;0;8.7
976;3133;0;7.2
977;2064;0;10.6
978;1721;0;8.6
979;471;0;2.2
980;346;0;1.0
981;3491;0;7.3
982;2393;0;10.8
983;2239;0;4.0
984;85;0;5.7
985;939;0;3.3
986;2723;0;10.4
987;11;0;10.6
988;3696;0;2.2
989;2232;0;10.7
990;3543;0;10.3
991;1119;0;6.5
992;3274;0;8.1
993;3705;0;10.3
994;1968;0;3.9
995;2390;0;1.5
996;2244;0;4.5
997;2485;0;2.1
998;803;0;9.2
999;1897;0;7.3
1000;2636;0;8.6
1001;1864;0;8.4
1002;2800;0;7.4
1003;2355;0;8.9
1004;3600;0;9.3
1005;2432;0;3.7
1006;1273;0;10.9
1007;2331;0;6.0
1008;2386;0;7.6
1009;3182;0;10.7
1010;809;0;2.8
1011;2224;0;9.7
1012;3611;0;6.6
1013;1820;0;10.6
1014;2516;0;10.8
1015;1682;0;5.2
1016;3210;0;7.5
1017;1990;0;7.5
1018;2391;0;2.7
1019;3234;0;1.7
1020;2661;0;9.1
1021;2896;0;6.7
1022;2134;0;3.9
1023;2218;0;1.9
1024;2495;0;8.7
1025;3015;0;5.1
1026;1756;0;1.7
1027;1374;0;9.8
1028;75;0;2.8
1029;3041;0;8.8
1030;408;0;9.1
1031;3157;0;9.7
1032;1214;0;4.9
1033;2345;0;4.6
1034;2253;0;3.7
1035;3008;0;6.0
1036;3122;0;9.3
1037;3074;0;1.9
1038;1959;0;2.2
1039;3237;0;8.2
1040;3564;0;3.6
1041;2477;0;2.0
1042;3416;0;2.9
1043;3426;0;8.9
1044;3673;0;5.3
1045;1736;0;2.3
1046;546;0;7.8
1047;586;0;5.4
1048;3420;0;3.2
1049;1464;0;10.5
1050;851;0;7.0
1051;3428;0;4.4
1052;3094;0;2.4
1053;3576;0;6.2
1054;1981;0;4.2
1055;2366;0;5.2
1056;1038;0;1.6
1057;1573;0;7.4
1058;10;0;4.5
1059;2613;0;4.3
1060;693;0;3.0
1061;3363;0;3.1
1062;3413;0;5.8
1063;2344;0;8.4
1064;3054;0;1.6
1065;2419;0;2.0
1066;1300;0;3.8
1067;2770;0;3.0
1068;2744;0;2.7
1069;1836;0;8.8
1070;3068;0;10.7
1071;198;0;1.6
1072;2320;0;3.2
1073;3723;0;1.6
1074;2371;0;4.1
1075;3386;0;7.9
1076;1439;0;1.0
1077;3457;0;9.1
1078;1421;0;1.4
1079;1843;0;9.5
1080;3664;0;5.9
1081;3616;0;3.0
1082;3370;0;6.6
1083;25;0;4.0
1084;711;0;3.6
1085;2138;0;8.9
1086;2751;0;2.5
1087;250;0;4.7
1088;3306;0;6.7
1089;2796;0;4.5
1090;1239;0;9.4
1091;3178;0;3.3
1092;2133;0;7.6
1093;1458;0;7.1
1094;1067;0;8.6
1095;3381;0;2.1
1096;1668;0;7.0
1097;3625;0;7.5
1098;1634;0;9.6
1099;948;0;3.8
1100;874;0;1.1
1101;513;0;3.4
1102;522;0;1.8
1103;3682;0;9.8
1104;883;0;3.1
1105;2427;0;2.2
1106;2311;0;6.2
1107;3431;0;6.4
1108;396;0;10.0
1109;1902;0;9.5
1110;144;0;3.6
1111;1346;0;8.7
1112;1478;0;10.5
1113;19;0;8.5
1114;2110;0;10.3
1115;305;0;10.3
1116;2877;0;2.9
1117;2681;0;10.8
1118;936;0;1.1
1119;2162;0;9.4
1120;2090;0;9.9
1121;1265;0;9.0
1122;3440;0;1.8
1123;2888;0;4.3
1124;571;0;8.7
1125;1362;0;7.4
1126;2160;0;1.2
1127;2966;0;4.5
1128;3266;0;7.0
1129;1484;0;1.9
1130;654;0;7.4
1131;1671;0;10.5
1132;3451;0;5.5
1133;3079;0;4.7
1134;3285;0;10.5
1135;2889;0;1.0
1136;242;0;1.6
1137;2343;0;5.8
1138;3526;0;8.0
1139;2909;0;7.1
1140;1883;0;3.8
1141;1382;0;5.7
1142;1131;0;7.1
1143;1960;0;6.3
1144;1758;0;4.4
1145;1006;0;10.2
1146;2041;0;3.3
1147;2310;0;5.5
1148;2978;0;5.5
1149;57;0;9.4
1150;3236;0;2.2
1151;3214;0;4.7
1152;1703;0;1.1
1153;917;0;9.6
1154;548;0;1.5
1155;2001;0;9.1
1156;1739;0;5.6
1157;3405;0;7.4
1158;1673;0;6.5
1159;1091;0;6.0
1160;561;0;1.5
1161;2540;0;7.2
1162;2490;0;6.0
1163;1411;0;7.0
1164;3292;0;4.5
1165;1744;0;4.3
1166;1533;0;1.4
1167;2159;0;6.9
1168;3580;0;6.6
1169;2840;0;5.8
1170;2251;0;9.3
1171;2733;0;5.2
1172;2144;0;10.1
1173;1733;0;3.6
1174;660;0;6.8
1175;2277;0;8.1
1176;1198;0;4.8
1177;2147;0;5.8
1178;1033;0;5.4
1179;86;0;5.0
1180;3056;0;6.6
1181;3446;0;8.6
1182;82;0;8.5
1183;2209;0;10.6
1184;1235;0;8.9
1185;1983;0;9.1
1186;113;0;4.9
1187;515;0;3.0
1188;3594;0;6.5
1189;1606;0;1.4
1190;2475;0;3.8
1191;3047;0;4.5
1192;1195;0;5.7
1193;620;0;9.6
1194;3698;0;8.6
1195;541;0;3.1
1196;671;0;9.5
1197;1636;0;6.8
1198;761;0;4.2
1199;1669;0;10.5
1200;647;0;1.4
1201;3505;0;3.1
1202;1646;0;3.3
1203;3660;0;6.0
1204;929;0;6.7
1205;973;0;7.8
1206;2089;0;8.9
1207;3174;0;5.3
1208;2984;0;3.9
1209;504;0;8.0
1210;3099;0;6.7
1211;3468;0;1.0
1212;1288;0;2.2
1213;3709;0;10.2
1214;3415;0;10.5
1215;2961;0;7.6
1216;1613;0;6.0
1217;543;0;3.1
1218;1801;0;1.1
1219;3419;0;10.5
1220;3369;0;4.1
1221;3371;0;10.6
1222;298;0;10.8
1223;3672;0;2.6
1224;2347;0;3.6
1225;1939;0;4.1
1226;550;0;5.9
1227;1760;0;9.1
1228;1242;0;10.2
1229;655;0;10.3
1230;3296;0;8.2
1231;3467;0;6.3
1232;575;0;3.2
1233;1980;0;2.8
1234;2415;0;1.8
1235;533;0;1.0
1236;1358;0;10.9
1237;3224;0;1.6
1238;3187;0;9.2
1239;3232;0;6.8
1240;316;0;5.9
1241;2228;0;8.3
1242;247;0;7.9
1243;1549;0;9.7
1244;1246;0;5.7
1245;2268;0;4.2
1246;51;0;3.3
1247;1082;0;8.9
1248;88;0;1.9
1249;3485;0;9.2
1250;354;0;7.7
1251;131;0;1.9
1252;2003;0;4.1
1253;122;0;8.4
1254;488;0;4.7
1255;3312;0;8.1
1256;63;0;4.7
1257;2753;0;10.4
1258;886;0;10.4
1259;1023;0;2.2
1260;2708;0;1.3
1261;3145;0;2.6
1262;3544;0;5.5
1263;322;0;9.8
1264;1357;0;3.0
1265;791;0;9.3
1266;3034;0;6.8
1267;626;0;10.7
1268;160;0;3.2
1269;521;0;4.9
1270;3021;0;6.4
1271;2644;0;2.1
